"i","Date","Solved","Not Solved"
"468",2005-01-06,1,0
"469",2005-01-09,1,0
"470",2005-01-13,1,1
"471",2005-01-14,1,1
"472",2005-01-15,3,0
"473",2005-01-16,2,1
"474",2005-01-21,1,2
"475",2005-01-22,2,0
"476",2005-01-23,2,0
"477",2005-01-24,1,0
"478",2005-01-25,2,0
"479",2005-01-26,1,0
"480",2005-01-27,2,0
"481",2005-01-28,2,1
"482",2005-01-29,3,0
"483",2005-01-31,1,0
"484",2005-02-01,1,1
"485",2005-02-02,1,0
"486",2005-02-03,1,0
"487",2005-02-04,1,0
"488",2005-02-05,1,1
"489",2005-02-06,1,0
"490",2005-02-07,1,0
"491",2005-02-08,2,0
"492",2005-02-09,0,1
"493",2005-02-10,1,0
"494",2005-02-11,3,0
"495",2005-02-12,1,0
"496",2005-02-13,2,0
"497",2005-02-14,1,0
"498",2005-02-15,1,0
"499",2005-02-16,1,0
"500",2005-02-18,3,0
"501",2005-02-19,1,0
"502",2005-02-22,1,0
"503",2005-02-23,2,0
"504",2005-02-24,1,0
"505",2005-02-25,0,2
"506",2005-02-26,4,0
"507",2005-02-27,1,0
"508",2005-02-28,2,1
"509",2005-03-03,1,0
"510",2005-03-06,2,1
"511",2005-03-08,2,0
"512",2005-03-09,3,0
"513",2005-03-10,0,2
"514",2005-03-11,3,1
"515",2005-03-12,2,0
"516",2005-03-13,1,1
"517",2005-03-14,0,1
"518",2005-03-15,1,0
"519",2005-03-17,2,1
"520",2005-03-18,1,0
"521",2005-03-19,1,0
"522",2005-03-20,1,1
"523",2005-03-21,2,0
"524",2005-03-24,1,0
"525",2005-03-25,2,0
"526",2005-03-27,2,1
"527",2005-03-29,1,0
"528",2005-04-03,0,1
"529",2005-04-04,2,1
"530",2005-04-05,1,0
"531",2005-04-06,0,2
"532",2005-04-07,0,1
"533",2005-04-08,1,0
"534",2005-04-10,1,2
"535",2005-04-11,1,0
"536",2005-04-13,1,1
"537",2005-04-15,4,0
"538",2005-04-17,2,0
"539",2005-04-18,1,1
"540",2005-04-19,1,0
"541",2005-04-20,0,1
"542",2005-04-21,1,1
"543",2005-04-22,2,0
"544",2005-04-23,1,0
"545",2005-04-24,1,0
"546",2005-04-26,3,0
"547",2005-04-29,1,2
"548",2005-04-30,2,0
"549",2005-05-02,1,1
"550",2005-05-03,1,0
"551",2005-05-05,1,0
"552",2005-05-06,0,1
"553",2005-05-07,0,1
"554",2005-05-08,0,1
"555",2005-05-09,1,0
"556",2005-05-11,1,0
"557",2005-05-12,2,0
"558",2005-05-13,1,1
"559",2005-05-14,4,0
"560",2005-05-16,3,0
"561",2005-05-17,1,0
"562",2005-05-18,3,0
"563",2005-05-19,2,0
"564",2005-05-20,0,1
"565",2005-05-21,1,0
"566",2005-05-22,2,1
"567",2005-05-25,2,0
"568",2005-05-26,0,1
"569",2005-05-27,3,0
"570",2005-05-28,3,1
"571",2005-05-30,1,0
"572",2005-06-01,1,0
"573",2005-06-02,2,0
"574",2005-06-03,2,2
"575",2005-06-05,0,1
"576",2005-06-09,1,0
"577",2005-06-10,3,0
"578",2005-06-11,1,0
"579",2005-06-17,2,1
"580",2005-06-20,1,0
"581",2005-06-22,2,0
"582",2005-06-24,1,0
"583",2005-06-25,1,0
"584",2005-06-26,3,0
"585",2005-06-27,5,0
"586",2005-06-29,1,0
"587",2005-06-30,1,1
"588",2005-07-01,2,0
"589",2005-07-05,1,0
"590",2005-07-06,0,1
"591",2005-07-09,1,2
"592",2005-07-10,1,0
"593",2005-07-11,2,0
"594",2005-07-12,0,1
"595",2005-07-13,1,0
"596",2005-07-14,0,1
"597",2005-07-15,3,0
"598",2005-07-16,2,0
"599",2005-07-20,1,0
"600",2005-07-21,1,0
"601",2005-07-24,1,0
"602",2005-07-26,1,0
"603",2005-07-31,1,0
"604",2005-08-01,1,0
"605",2005-08-02,1,1
"606",2005-08-03,1,0
"607",2005-08-04,1,0
"608",2005-08-05,1,0
"609",2005-08-06,1,0
"610",2005-08-07,1,0
"611",2005-08-09,3,0
"612",2005-08-11,1,1
"613",2005-08-17,1,0
"614",2005-08-20,1,0
"615",2005-08-24,1,0
"616",2005-09-05,2,0
"617",2005-09-06,1,0
"618",2005-09-07,1,0
"619",2005-09-08,2,0
"620",2005-09-09,3,0
"621",2005-09-11,1,0
"622",2005-09-12,1,1
"623",2005-09-13,1,0
"624",2005-09-15,1,0
"625",2005-09-17,1,2
"626",2005-09-19,2,0
"627",2005-09-21,1,0
"628",2005-09-22,1,0
"629",2005-09-23,3,0
"630",2005-09-24,0,2
"631",2005-09-27,1,0
"632",2005-09-28,1,0
"633",2005-09-30,1,1
"634",2005-10-01,1,2
"635",2005-10-02,2,1
"636",2005-10-03,1,0
"637",2005-10-05,2,2
"638",2005-10-07,3,0
"639",2005-10-08,2,0
"640",2005-10-10,2,0
"641",2005-10-11,1,1
"642",2005-10-12,2,0
"643",2005-10-13,0,1
"644",2005-10-14,2,0
"645",2005-10-15,1,0
"646",2005-10-17,1,0
"647",2005-10-18,1,0
"648",2005-10-19,1,0
"649",2005-10-21,1,0
"650",2005-10-23,1,0
"651",2005-10-26,1,0
"652",2005-10-27,1,0
"653",2005-10-28,3,0
"654",2005-10-29,1,1
"655",2005-10-31,2,0
"656",2005-11-04,1,0
"657",2005-11-07,2,0
"658",2005-11-09,1,0
"659",2005-11-10,1,0
"660",2005-11-13,0,2
"661",2005-11-15,2,1
"662",2005-11-16,0,1
"663",2005-11-18,2,1
"664",2005-11-19,1,0
"665",2005-11-20,1,1
"666",2005-11-21,0,1
"667",2005-11-23,1,1
"668",2005-11-24,2,0
"669",2005-11-25,0,2
"670",2005-11-26,3,0
"671",2005-11-27,1,0
"672",2005-12-01,1,3
"673",2005-12-03,1,0
"674",2005-12-05,0,1
"675",2005-12-12,1,1
"676",2005-12-13,1,0
"677",2005-12-14,0,1
"678",2005-12-19,1,1
"679",2005-12-20,2,1
"680",2005-12-26,1,0
"681",2005-12-28,1,0
"682",2005-12-29,1,1
"683",2005-12-30,3,1
"684",2006-01-04,1,0
"685",2006-01-06,1,0
"686",2006-01-07,0,1
"687",2006-01-09,2,0
"688",2006-01-10,1,0
"689",2006-01-11,0,1
"690",2006-01-12,1,1
"691",2006-01-13,1,2
"692",2006-01-17,0,1
"693",2006-01-19,2,0
"694",2006-01-22,1,0
"695",2006-01-23,0,1
"696",2006-01-24,0,1
"697",2006-01-29,1,0
"698",2006-02-02,1,0
"699",2006-02-04,1,0
"700",2006-02-06,1,0
"701",2006-02-09,0,1
"702",2006-02-10,3,0
"703",2006-02-11,2,0
"704",2006-02-12,1,0
"705",2006-02-14,0,2
"706",2006-02-15,0,2
"707",2006-02-17,0,2
"708",2006-02-18,1,0
"709",2006-02-19,1,0
"710",2006-02-20,1,2
"711",2006-02-21,0,1
"712",2006-02-22,1,0
"713",2006-02-23,3,0
"714",2006-02-25,1,0
"715",2006-02-27,1,0
"716",2006-03-03,2,0
"717",2006-03-06,1,1
"718",2006-03-07,0,1
"719",2006-03-10,2,0
"720",2006-03-11,1,0
"721",2006-03-12,2,0
"722",2006-03-15,1,0
"723",2006-03-16,1,0
"724",2006-03-17,2,0
"725",2006-03-24,0,1
"726",2006-03-25,1,0
"727",2006-03-29,0,1
"728",2006-04-01,1,1
"729",2006-04-04,2,1
"730",2006-04-06,1,0
"731",2006-04-07,1,0
"732",2006-04-09,2,0
"733",2006-04-10,0,1
"734",2006-04-11,1,0
"735",2006-04-13,1,0
"736",2006-04-14,1,0
"737",2006-04-16,0,1
"738",2006-04-17,1,0
"739",2006-04-18,1,0
"740",2006-04-20,1,0
"741",2006-04-22,3,1
"742",2006-04-24,1,0
"743",2006-04-26,4,0
"744",2006-04-28,1,1
"745",2006-04-30,1,0
"746",2006-05-04,1,0
"747",2006-05-06,1,0
"748",2006-05-08,2,0
"749",2006-05-14,1,0
"750",2006-05-15,1,0
"751",2006-05-16,1,0
"752",2006-05-20,0,1
"753",2006-05-21,1,0
"754",2006-05-22,2,0
"755",2006-05-26,1,0
"756",2006-05-27,1,0
"757",2006-05-29,0,1
"758",2006-05-30,0,1
"759",2006-05-31,1,1
"760",2006-06-01,0,1
"761",2006-06-02,1,2
"762",2006-06-03,0,1
"763",2006-06-04,0,1
"764",2006-06-05,1,0
"765",2006-06-06,1,0
"766",2006-06-07,1,0
"767",2006-06-09,1,1
"768",2006-06-10,1,0
"769",2006-06-11,1,1
"770",2006-06-13,1,0
"771",2006-06-14,2,2
"772",2006-06-15,1,0
"773",2006-06-16,1,1
"774",2006-06-17,4,0
"775",2006-06-18,2,0
"776",2006-06-19,2,1
"777",2006-06-21,1,1
"778",2006-06-22,1,0
"779",2006-06-23,1,2
"780",2006-06-24,2,0
"781",2006-06-25,0,2
"782",2006-06-26,0,1
"783",2006-06-27,0,1
"784",2006-06-28,2,0
"785",2006-07-01,1,0
"786",2006-07-02,0,1
"787",2006-07-03,0,1
"788",2006-07-04,1,0
"789",2006-07-05,2,0
"790",2006-07-06,1,0
"791",2006-07-07,2,0
"792",2006-07-08,1,0
"793",2006-07-09,1,0
"794",2006-07-11,1,0
"795",2006-07-12,0,1
"796",2006-07-13,0,1
"797",2006-07-14,3,0
"798",2006-07-15,2,1
"799",2006-07-18,0,1
"800",2006-07-19,2,0
"801",2006-07-20,0,2
"802",2006-07-22,1,0
"803",2006-07-25,1,0
"804",2006-07-27,1,0
"805",2006-07-28,1,0
"806",2006-07-30,1,0
"807",2006-08-01,1,0
"808",2006-08-02,5,0
"809",2006-08-03,2,0
"810",2006-08-04,1,1
"811",2006-08-05,1,0
"812",2006-08-06,2,0
"813",2006-08-09,1,0
"814",2006-08-10,1,0
"815",2006-08-11,0,1
"816",2006-08-12,1,0
"817",2006-08-13,1,0
"818",2006-08-17,2,0
"819",2006-08-18,1,0
"820",2006-08-19,2,0
"821",2006-08-20,1,0
"822",2006-08-24,2,0
"823",2006-08-25,2,0
"824",2006-08-26,0,1
"825",2006-08-30,3,0
"826",2006-08-31,1,0
"827",2006-09-01,1,0
"828",2006-09-02,0,1
"829",2006-09-03,1,0
"830",2006-09-04,0,1
"831",2006-09-07,1,0
"832",2006-09-08,1,1
"833",2006-09-09,0,1
"834",2006-09-10,2,1
"835",2006-09-11,1,1
"836",2006-09-14,2,0
"837",2006-09-15,2,1
"838",2006-09-16,2,0
"839",2006-09-17,2,2
"840",2006-09-18,3,0
"841",2006-09-19,1,0
"842",2006-09-21,2,0
"843",2006-09-22,2,0
"844",2006-09-23,2,0
"845",2006-09-24,1,2
"846",2006-09-25,1,0
"847",2006-09-26,2,0
"848",2006-09-28,3,0
"849",2006-09-29,4,0
"850",2006-09-30,3,1
"851",2006-10-05,0,1
"852",2006-10-07,1,2
"853",2006-10-08,2,2
"854",2006-10-10,1,1
"855",2006-10-11,4,0
"856",2006-10-12,1,0
"857",2006-10-13,1,1
"858",2006-10-15,2,0
"859",2006-10-17,0,1
"860",2006-10-18,0,1
"861",2006-10-19,2,0
"862",2006-10-20,2,0
"863",2006-10-21,1,1
"864",2006-10-24,2,0
"865",2006-10-25,0,2
"866",2006-10-26,1,0
"867",2006-10-27,0,1
"868",2006-10-28,1,0
"869",2006-11-01,3,1
"870",2006-11-02,2,2
"871",2006-11-05,2,2
"872",2006-11-07,1,2
"873",2006-11-09,2,0
"874",2006-11-10,2,0
"875",2006-11-11,1,0
"876",2006-11-12,1,0
"877",2006-11-15,2,1
"878",2006-11-16,1,0
"879",2006-11-17,2,1
"880",2006-11-19,2,0
"881",2006-11-20,2,0
"882",2006-11-21,1,0
"883",2006-11-24,2,2
"884",2006-11-25,1,0
"885",2006-11-26,1,1
"886",2006-11-28,4,0
"887",2006-11-30,1,0
"888",2006-12-03,5,0
"889",2006-12-04,1,0
"890",2006-12-06,1,0
"891",2006-12-08,1,1
"892",2006-12-09,2,0
"893",2006-12-10,1,0
"894",2006-12-12,1,1
"895",2006-12-13,1,1
"896",2006-12-15,0,2
"897",2006-12-16,0,1
"898",2006-12-17,1,0
"899",2006-12-18,0,1
"900",2006-12-19,1,0
"901",2006-12-22,0,1
"902",2006-12-23,1,1
"903",2006-12-27,1,1
"904",2006-12-29,0,1
"905",2006-12-31,2,1
"906",2007-01-01,1,2
"907",2007-01-05,0,1
"908",2007-01-06,3,1
"909",2007-01-08,2,0
"910",2007-01-09,1,0
"911",2007-01-13,1,2
"912",2007-01-15,1,0
"913",2007-01-16,0,1
"914",2007-01-17,0,1
"915",2007-01-18,1,0
"916",2007-01-22,2,0
"917",2007-01-23,1,0
"918",2007-01-26,1,0
"919",2007-01-27,1,0
"920",2007-01-30,1,0
"921",2007-02-01,2,1
"922",2007-02-02,1,0
"923",2007-02-07,1,1
"924",2007-02-08,4,0
"925",2007-02-09,1,0
"926",2007-02-12,2,0
"927",2007-02-13,1,0
"928",2007-02-15,0,1
"929",2007-02-17,1,0
"930",2007-02-19,1,1
"931",2007-02-21,1,0
"932",2007-02-22,1,0
"933",2007-02-23,1,0
"934",2007-02-25,1,0
"935",2007-02-28,2,1
"936",2007-03-02,1,0
"937",2007-03-03,1,0
"938",2007-03-05,1,3
"939",2007-03-11,1,0
"940",2007-03-14,1,1
"941",2007-03-15,0,1
"942",2007-03-16,1,0
"943",2007-03-17,1,0
"944",2007-03-20,3,0
"945",2007-03-28,1,0
"946",2007-03-30,2,1
"947",2007-03-31,2,0
"948",2007-04-04,1,1
"949",2007-04-07,1,0
"950",2007-04-12,2,0
"951",2007-04-14,1,0
"952",2007-04-15,0,1
"953",2007-04-16,0,1
"954",2007-04-18,1,0
"955",2007-04-21,1,0
"956",2007-04-23,0,1
"957",2007-04-24,0,2
"958",2007-04-25,0,1
"959",2007-04-26,1,2
"960",2007-04-28,2,2
"961",2007-04-29,2,0
"962",2007-04-30,1,0
"963",2007-05-01,1,1
"964",2007-05-02,2,0
"965",2007-05-03,1,0
"966",2007-05-04,1,0
"967",2007-05-05,0,1
"968",2007-05-06,1,0
"969",2007-05-08,0,3
"970",2007-05-11,1,1
"971",2007-05-12,1,0
"972",2007-05-13,0,1
"973",2007-05-14,0,1
"974",2007-05-17,1,0
"975",2007-05-18,0,1
"976",2007-05-19,0,1
"977",2007-05-20,1,0
"978",2007-05-23,0,1
"979",2007-05-24,0,1
"980",2007-05-25,1,0
"981",2007-05-26,2,0
"982",2007-05-29,1,0
"983",2007-06-01,0,1
"984",2007-06-02,0,2
"985",2007-06-03,1,1
"986",2007-06-04,0,1
"987",2007-06-14,1,0
"988",2007-06-16,1,0
"989",2007-06-20,2,0
"990",2007-06-21,1,0
"991",2007-06-25,2,0
"992",2007-06-26,1,0
"993",2007-06-27,2,0
"994",2007-06-30,0,3
"995",2007-07-01,1,0
"996",2007-07-03,1,0
"997",2007-07-04,2,1
