"i","Date","Solved","Not Solved"
"594",2005-01-04,1,1
"595",2005-01-05,2,1
"596",2005-01-06,0,2
"597",2005-01-07,2,0
"598",2005-01-09,3,3
"599",2005-01-10,2,0
"600",2005-01-11,2,1
"601",2005-01-12,1,1
"602",2005-01-14,3,1
"603",2005-01-15,0,1
"604",2005-01-16,1,1
"605",2005-01-17,1,1
"606",2005-01-18,2,4
"607",2005-01-19,2,0
"608",2005-01-20,1,1
"609",2005-01-21,0,1
"610",2005-01-24,1,0
"611",2005-01-26,1,0
"612",2005-01-27,2,1
"613",2005-01-29,1,1
"614",2005-02-01,1,2
"615",2005-02-02,2,0
"616",2005-02-03,0,2
"617",2005-02-04,0,1
"618",2005-02-05,0,2
"619",2005-02-06,1,0
"620",2005-02-08,2,0
"621",2005-02-10,0,1
"622",2005-02-11,0,1
"623",2005-02-12,0,2
"624",2005-02-13,4,0
"625",2005-02-14,0,2
"626",2005-02-15,0,1
"627",2005-02-16,1,2
"628",2005-02-17,2,2
"629",2005-02-18,2,1
"630",2005-02-19,1,0
"631",2005-02-21,0,1
"632",2005-02-24,1,1
"633",2005-02-25,1,0
"634",2005-02-26,1,0
"635",2005-02-27,1,0
"636",2005-02-28,1,0
"637",2005-03-01,2,1
"638",2005-03-02,1,3
"639",2005-03-03,1,0
"640",2005-03-04,0,2
"641",2005-03-05,0,1
"642",2005-03-07,2,0
"643",2005-03-08,0,1
"644",2005-03-09,4,1
"645",2005-03-10,1,0
"646",2005-03-11,0,1
"647",2005-03-13,0,2
"648",2005-03-16,2,0
"649",2005-03-17,0,4
"650",2005-03-18,2,3
"651",2005-03-20,0,2
"652",2005-03-21,1,2
"653",2005-03-22,0,1
"654",2005-03-23,2,2
"655",2005-03-24,3,0
"656",2005-03-25,1,0
"657",2005-03-26,1,2
"658",2005-03-27,1,0
"659",2005-03-28,0,2
"660",2005-03-29,2,3
"661",2005-03-30,1,4
"662",2005-03-31,1,0
"663",2005-04-01,2,1
"664",2005-04-02,2,0
"665",2005-04-04,1,0
"666",2005-04-05,1,0
"667",2005-04-06,3,3
"668",2005-04-07,0,2
"669",2005-04-08,0,1
"670",2005-04-10,1,1
"671",2005-04-11,3,1
"672",2005-04-12,0,3
"673",2005-04-13,1,0
"674",2005-04-14,1,0
"675",2005-04-15,1,3
"676",2005-04-16,0,1
"677",2005-04-18,1,1
"678",2005-04-19,1,4
"679",2005-04-20,5,1
"680",2005-04-21,0,1
"681",2005-04-22,2,3
"682",2005-04-23,1,3
"683",2005-04-24,1,0
"684",2005-04-27,1,0
"685",2005-04-28,1,1
"686",2005-04-29,0,1
"687",2005-04-30,3,1
"688",2005-05-01,2,0
"689",2005-05-03,0,1
"690",2005-05-04,1,1
"691",2005-05-06,1,0
"692",2005-05-07,0,2
"693",2005-05-08,3,2
"694",2005-05-09,0,1
"695",2005-05-11,2,1
"696",2005-05-13,2,0
"697",2005-05-14,1,1
"698",2005-05-15,3,1
"699",2005-05-16,1,2
"700",2005-05-18,1,5
"701",2005-05-19,1,1
"702",2005-05-20,2,2
"703",2005-05-21,0,1
"704",2005-05-23,5,0
"705",2005-05-25,1,2
"706",2005-05-26,1,2
"707",2005-05-27,1,1
"708",2005-05-29,0,3
"709",2005-05-30,1,0
"710",2005-05-31,0,2
"711",2005-06-01,0,4
"712",2005-06-02,2,0
"713",2005-06-03,0,2
"714",2005-06-04,2,1
"715",2005-06-05,0,1
"716",2005-06-06,0,1
"717",2005-06-08,0,1
"718",2005-06-12,0,1
"719",2005-06-13,1,3
"720",2005-06-14,1,2
"721",2005-06-15,0,1
"722",2005-06-16,0,1
"723",2005-06-21,0,2
"724",2005-06-22,0,2
"725",2005-06-23,3,2
"726",2005-06-24,0,1
"727",2005-06-25,0,1
"728",2005-06-26,4,1
"729",2005-06-27,2,2
"730",2005-06-30,0,3
"731",2005-07-01,0,3
"732",2005-07-02,0,2
"733",2005-07-04,1,2
"734",2005-07-05,0,1
"735",2005-07-06,1,0
"736",2005-07-07,1,0
"737",2005-07-09,2,1
"738",2005-07-10,2,1
"739",2005-07-13,1,2
"740",2005-07-14,1,0
"741",2005-07-15,1,0
"742",2005-07-16,2,4
"743",2005-07-17,1,2
"744",2005-07-18,2,0
"745",2005-07-21,0,2
"746",2005-07-22,0,2
"747",2005-07-23,0,1
"748",2005-07-26,2,2
"749",2005-07-27,2,0
"750",2005-07-28,0,2
"751",2005-07-29,2,0
"752",2005-07-31,0,1
"753",2005-08-01,0,1
"754",2005-08-04,1,0
"755",2005-08-05,0,1
"756",2005-08-06,0,1
"757",2005-08-07,2,0
"758",2005-08-08,0,1
"759",2005-08-10,0,2
"760",2005-08-11,0,1
"761",2005-08-12,1,2
"762",2005-08-13,0,1
"763",2005-08-14,1,1
"764",2005-08-16,1,1
"765",2005-08-17,1,1
"766",2005-08-18,2,1
"767",2005-08-19,1,0
"768",2005-08-21,1,0
"769",2005-08-22,2,2
"770",2005-08-24,0,2
"771",2005-08-25,1,1
"772",2005-08-26,2,0
"773",2005-08-27,1,1
"774",2005-08-28,2,1
"775",2005-08-29,1,0
"776",2005-08-30,1,2
"777",2005-09-01,4,2
"778",2005-09-02,3,0
"779",2005-09-04,3,1
"780",2005-09-05,1,0
"781",2005-09-06,2,0
"782",2005-09-07,0,1
"783",2005-09-08,0,1
"784",2005-09-10,0,1
"785",2005-09-12,0,1
"786",2005-09-13,1,0
"787",2005-09-14,0,1
"788",2005-09-16,2,1
"789",2005-09-17,2,2
"790",2005-09-18,1,1
"791",2005-09-19,1,0
"792",2005-09-20,0,4
"793",2005-09-21,0,1
"794",2005-09-22,0,1
"795",2005-09-23,1,1
"796",2005-09-24,2,0
"797",2005-09-25,2,1
"798",2005-09-26,1,1
"799",2005-09-27,1,1
"800",2005-09-28,1,2
"801",2005-09-29,2,1
"802",2005-09-30,0,1
"803",2005-10-01,1,2
"804",2005-10-02,4,1
"805",2005-10-03,2,1
"806",2005-10-04,1,0
"807",2005-10-05,2,1
"808",2005-10-07,1,1
"809",2005-10-09,1,1
"810",2005-10-10,0,1
"811",2005-10-13,0,1
"812",2005-10-14,1,0
"813",2005-10-15,0,1
"814",2005-10-16,0,2
"815",2005-10-17,0,3
"816",2005-10-18,3,0
"817",2005-10-19,1,0
"818",2005-10-20,0,1
"819",2005-10-21,1,0
"820",2005-10-22,0,1
"821",2005-10-23,1,1
"822",2005-10-24,1,0
"823",2005-10-25,0,1
"824",2005-10-27,1,1
"825",2005-10-29,2,1
"826",2005-10-30,1,1
"827",2005-10-31,0,1
"828",2005-11-01,6,4
"829",2005-11-02,0,1
"830",2005-11-03,0,2
"831",2005-11-04,1,0
"832",2005-11-05,0,1
"833",2005-11-06,3,1
"834",2005-11-07,1,1
"835",2005-11-08,1,0
"836",2005-11-09,0,2
"837",2005-11-10,1,2
"838",2005-11-11,2,2
"839",2005-11-12,0,3
"840",2005-11-14,2,1
"841",2005-11-16,1,2
"842",2005-11-17,0,2
"843",2005-11-18,3,0
"844",2005-11-20,0,1
"845",2005-11-21,1,2
"846",2005-11-22,3,3
"847",2005-11-23,0,1
"848",2005-11-25,2,0
"849",2005-11-27,1,0
"850",2005-11-29,1,0
"851",2005-11-30,0,3
"852",2005-12-01,0,2
"853",2005-12-02,1,0
"854",2005-12-03,1,0
"855",2005-12-04,0,2
"856",2005-12-07,0,1
"857",2005-12-08,0,1
"858",2005-12-09,0,1
"859",2005-12-10,1,0
"860",2005-12-11,4,0
"861",2005-12-13,1,1
"862",2005-12-14,0,1
"863",2005-12-15,1,1
"864",2005-12-16,1,1
"865",2005-12-17,0,2
"866",2005-12-18,1,0
"867",2005-12-19,2,0
"868",2005-12-20,1,0
"869",2005-12-22,1,2
"870",2005-12-24,0,1
"871",2005-12-25,0,1
"872",2005-12-26,1,1
"873",2005-12-27,1,0
"874",2005-12-28,1,0
"875",2005-12-31,1,1
"876",2006-01-01,9,5
"877",2006-01-02,1,3
"878",2006-01-03,0,1
"879",2006-01-06,1,0
"880",2006-01-07,3,2
"881",2006-01-08,1,2
"882",2006-01-10,0,1
"883",2006-01-11,1,1
"884",2006-01-12,2,0
"885",2006-01-13,0,1
"886",2006-01-16,2,0
"887",2006-01-17,0,2
"888",2006-01-18,0,2
"889",2006-01-19,1,0
"890",2006-01-20,4,1
"891",2006-01-21,3,0
"892",2006-01-22,0,1
"893",2006-01-23,1,0
"894",2006-01-26,1,1
"895",2006-01-27,0,1
"896",2006-01-28,0,3
"897",2006-01-29,0,2
"898",2006-01-30,1,1
"899",2006-01-31,1,1
"900",2006-02-01,2,1
"901",2006-02-02,1,5
"902",2006-02-03,1,1
"903",2006-02-04,2,1
"904",2006-02-05,2,1
"905",2006-02-06,1,1
"906",2006-02-07,1,1
"907",2006-02-08,0,1
"908",2006-02-10,0,2
"909",2006-02-11,2,1
"910",2006-02-12,0,1
"911",2006-02-13,1,3
"912",2006-02-14,1,1
"913",2006-02-15,0,3
"914",2006-02-16,1,1
"915",2006-02-17,0,3
"916",2006-02-18,2,0
"917",2006-02-19,1,0
"918",2006-02-20,0,1
"919",2006-02-21,1,2
"920",2006-02-22,1,0
"921",2006-02-24,1,0
"922",2006-02-25,0,4
"923",2006-02-28,0,1
"924",2006-03-01,3,1
"925",2006-03-02,1,2
"926",2006-03-03,2,1
"927",2006-03-04,0,1
"928",2006-03-06,2,0
"929",2006-03-07,1,0
"930",2006-03-08,2,0
"931",2006-03-10,3,0
"932",2006-03-11,2,0
"933",2006-03-12,0,1
"934",2006-03-13,1,1
"935",2006-03-15,1,0
"936",2006-03-16,1,0
"937",2006-03-18,0,2
"938",2006-03-19,1,0
"939",2006-03-23,1,2
"940",2006-03-24,1,0
"941",2006-03-25,0,1
"942",2006-03-27,1,0
"943",2006-03-28,1,0
"944",2006-04-01,0,2
"945",2006-04-02,2,1
"946",2006-04-03,1,0
"947",2006-04-04,1,2
"948",2006-04-05,1,0
"949",2006-04-06,0,1
"950",2006-04-07,0,1
"951",2006-04-08,0,1
"952",2006-04-11,0,2
"953",2006-04-12,2,1
"954",2006-04-13,2,0
"955",2006-04-14,1,0
"956",2006-04-16,0,1
"957",2006-04-17,2,0
"958",2006-04-18,3,1
"959",2006-04-19,1,2
"960",2006-04-20,2,1
"961",2006-04-21,1,0
"962",2006-04-22,2,0
"963",2006-04-23,3,0
"964",2006-04-25,0,1
"965",2006-04-26,0,1
"966",2006-04-28,1,0
"967",2006-04-29,2,1
"968",2006-04-30,2,0
"969",2006-05-01,3,2
"970",2006-05-02,0,1
"971",2006-05-03,2,0
"972",2006-05-04,1,1
"973",2006-05-06,0,1
"974",2006-05-07,0,1
"975",2006-05-09,1,0
"976",2006-05-10,1,1
"977",2006-05-13,0,3
"978",2006-05-14,2,3
"979",2006-05-15,0,1
"980",2006-05-17,1,0
"981",2006-05-18,0,1
"982",2006-05-20,3,1
"983",2006-05-21,1,1
"984",2006-05-22,1,0
"985",2006-05-23,0,2
"986",2006-05-25,0,1
"987",2006-05-26,1,0
"988",2006-05-27,1,3
"989",2006-05-29,1,2
"990",2006-05-30,0,1
"991",2006-05-31,3,1
"992",2006-06-01,3,3
"993",2006-06-03,1,0
"994",2006-06-04,2,0
"995",2006-06-05,1,0
"996",2006-06-06,0,1
"997",2006-06-07,1,3
